License_Fiscal_Year_License_Num,Business_Name,Street_Address,City,State,Zip,Business_Phone_Number,Classification_Code,Classification_Description,License_Expir_Date,Issue_Date,License_Fiscal_Year,License_Status,License_Status_Description,Council_District_Code,Council_District_Description,Location_1,FID
,HAPPY JACK'S AMER. MOTORCYCLE,6210 US 31 S,SOUTH BEND,IN,46614,(574) 299-4990,AUTO,AUTOMOTIVE REPAIR & SVC,2009-01-31T05:00:00.000Z,2008-03-07T05:00:00.000Z,2008,RN,Renewed,,,"6210 US
SOUTH BEND, IN 46614
",12730
,HERB'S TOWING,2822 W SAMPLE ST,SOUTH BEND,IN,46628,(574) 289-3221,VEHREM,VEHICLE REMOVAL,2015-01-31T05:00:00.000Z,2014-04-08T04:00:00.000Z,2014,RN,Renewed,SB6,COUNCIL DISTRICT 6,"2822 W SAMPLE ST
SOUTH BEND, IN 46628
(41.664755, -86.289983)",12731
,APPLE SECURITY,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(740) 574-2725,ALARM,ALARM AGENT,2015-01-31T05:00:00.000Z,2014-01-10T05:00:00.000Z,2014,RN,Renewed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12732
,"NEWMAN, DANA R",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 302-8040,TAXID,TAXI DRIVER,2011-06-01T04:00:00.000Z,2011-02-07T05:00:00.000Z,2010,AC,Active and Licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12733
,PROFESSIONAL SPORTS CATERING,501 W SOUTH ST,SOUTH BEND,IN,46601,(574) 367-2513,RESTAM,RESTAURANTS A-M,2015-02-28T05:00:00.000Z,2014-04-21T04:00:00.000Z,2014,RN,Renewed,SB2,COUNCIL DISTRICT 2,"501 W SOUTH ST
SOUTH BEND, IN 46601
(41.669532, -86.255428)",12734
,REPUBLIC SERVICES,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 522-1332,TRASH,RUBBISH & GARBAGE REMOVAL,2011-04-30T04:00:00.000Z,2010-05-25T04:00:00.000Z,2010,RN,Renewed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12735
,AIR HOST RESTAURANT & LOUNGE,4667 PROGRESS DR,SOUTH BEND,IN,46628,(574) 289-8786,RESTAM,RESTAURANTS A-M,2015-02-28T05:00:00.000Z,2014-03-10T04:00:00.000Z,2014,IN,Incative and no longer licensed,,,"4667 PROGRESS DR
SOUTH BEND, IN 46628
(41.699701, -86.313778)",12736
,"HERMAN, ADAM C",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(616) 617-7695,TAXID,TAXI DRIVER,2009-06-01T04:00:00.000Z,2009-01-29T05:00:00.000Z,2008,AC,Active and Licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12737
,EAGLE CAB/EAGLE TRANSPORTATION,1843 COMMERCE DR,SOUTH BEND,IN,46628,(574) 287-6666,TAXICAB,TAXI VEHICLE,2014-10-01T04:00:00.000Z,2013-09-13T04:00:00.000Z,2013,AC,Active and Licensed,SB1,COUNCIL DISTRICT 1,"1843 COMMERCE DR
SOUTH BEND, IN 46628
(41.700498, -86.307508)",12738
,"AMERICAN TREE CARE, INC",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(269) 683-9382,ARBOR,ARBORIST/TREE SERVICE,2012-01-31T05:00:00.000Z,2011-03-07T05:00:00.000Z,2011,RN,Renewed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12739
,VELDMAN'S SERVICE CENTER,5222 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 287-7236,AUTO,AUTOMOTIVE REPAIR & SVC,2015-01-31T05:00:00.000Z,2014-02-11T05:00:00.000Z,2014,RN,Renewed,SB6,COUNCIL DISTRICT 6,"5222 W WESTERN AVE
SOUTH BEND, IN 46619
(41.671814, -86.320911)",12740
,KACHUR TREE SERVICE LLC,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(269) 684-0664,ARBOR,ARBORIST/TREE SERVICE,2010-01-31T05:00:00.000Z,2009-02-24T05:00:00.000Z,2009,RN,Renewed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12741
,"MIBU SERVICER, INC",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(972) 243-7443,ALARM,ALARM AGENT,2013-01-31T05:00:00.000Z,2012-02-03T05:00:00.000Z,2012,RN,Renewed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12742
,SUBWAY OF SOUTH BEND X,700 W IRELAND RD,SOUTH BEND,IN,46614,(574) 231-9209,RESTZ,RESTAURANTS N-Z,2011-03-31T04:00:00.000Z,2010-03-19T04:00:00.000Z,2010,RN,Renewed,SB6,COUNCIL DISTRICT 6,"700 W IRELAND RD
SOUTH BEND, IN 46614
(41.628842, -86.259196)",12743
,EMPIRE CAB COMPANY,1843 COMMERCE DR,SOUTH BEND,IN,46628,(574) 233-5000,TAXICAB,TAXI VEHICLE,2014-10-01T04:00:00.000Z,2013-09-13T04:00:00.000Z,2013,AC,Active and Licensed,SB1,COUNCIL DISTRICT 1,"1843 COMMERCE DR
SOUTH BEND, IN 46628
(41.700498, -86.307508)",12744
,CRAIG'S SERVICE CENTER,5307 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 288-9110,RESTAM,RESTAURANTS A-M,2012-02-28T05:00:00.000Z,2011-02-24T05:00:00.000Z,2011,IN,Incative and no longer licensed,SB2,COUNCIL DISTRICT 2,"5307 W WESTERN AVE
SOUTH BEND, IN 46619
(41.671981, -86.321385)",12745
,"MANDA, WINSTON",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 323-7606,TAXID,TAXI DRIVER,2011-06-01T04:00:00.000Z,2010-05-05T04:00:00.000Z,2010,AC,Active and Licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12746
,ZIEBART,2627 S MAIN ST,SOUTH BEND,IN,46614,(574) 232-2073,AUTO,AUTOMOTIVE REPAIR & SVC,2015-01-31T05:00:00.000Z,2014-04-17T04:00:00.000Z,2014,RN,Renewed,SB6,COUNCIL DISTRICT 6,"2627 S MAIN ST
SOUTH BEND, IN 46614
(41.646912, -86.251253)",12747
,MCKINLEY PUB,2930 MCKINLEY AVE,SOUTH BEND,IN,46615,(574) 234-2616,RESTAM,RESTAURANTS A-M,2011-02-28T05:00:00.000Z,2010-03-19T04:00:00.000Z,2010,RN,Renewed,SB4,COUNCIL DISTRICT 4,"2930 MCKINLEY AVE
SOUTH BEND, IN 46615
(41.679831, -86.205779)",12748
,SOUTH BEND CHOCOLATE CO,615 N MICHIGAN ST,SOUTH BEND,IN,46601,(574) 233-2577,RESTZ,RESTAURANTS N-Z,2015-03-31T04:00:00.000Z,2014-04-09T04:00:00.000Z,2014,RN,Renewed,SB1,COUNCIL DISTRICT 1,"615 N MICHIGAN ST
SOUTH BEND, IN 46601
(41.684832, -86.250586)",12749
,CALVARY BAPTIST CHURCH,3001 W CLEVELAND RD,SOUTH BEND,IN,46628,(574) 272-8334,RESTAM,RESTAURANTS A-M,2011-02-28T05:00:00.000Z,2010-05-21T04:00:00.000Z,2010,RN,Renewed,SB1,COUNCIL DISTRICT 1,"3001 W CLEVELAND RD
SOUTH BEND, IN 46628
",12750
,"LEICHTMAN, MICDANIEO V",2905 EDISON RD,SOUTH BEND,IN,46615,(574) 383-4800,TAXID,TAXI DRIVER,2014-10-01T04:00:00.000Z,2013-09-13T04:00:00.000Z,2013,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"2905 EDISON RD
SOUTH BEND, IN 46615
(41.694597, -86.20745)",12751
,SAINT MARY PARISH PNCC,1601 W SAMPLE ST,SOUTH BEND,IN,46619,(574) 233-1961,RESTZ,RESTAURANTS N-Z,2015-03-31T04:00:00.000Z,2014-06-25T04:00:00.000Z,2014,RN,Renewed,SB6,COUNCIL DISTRICT 6,"1601 W SAMPLE ST
SOUTH BEND, IN 46619
(41.664888, -86.274289)",12752
,ALARMS BY TURNER,56085 CHAPEL LN,SOUTH BEND,IN,46619,(574) 282-1102,ALARM,ALARM AGENT,2014-01-31T05:00:00.000Z,2013-01-29T05:00:00.000Z,2013,RN,Renewed,,,"56085 CHAPEL LN
SOUTH BEND, IN 46619
(41.677929, -86.334112)",12753
,TAIWAN HANLUNG INC / DBA CRE-A,1639 N IRONWOOD DR,SOUTH BEND,IN,46637,(574) 247-3000,RESTAM,RESTAURANTS A-M,2015-02-28T05:00:00.000Z,2014-06-12T04:00:00.000Z,2014,RN,Renewed,SB4,COUNCIL DISTRICT 4,"1639 N IRONWOOD DR
SOUTH BEND, IN 46637
(41.697929, -86.216501)",12754
,"NICHOLS, STEVEN",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 654-8759,TAXID,TAXI DRIVER,2009-06-01T04:00:00.000Z,2009-01-30T05:00:00.000Z,2008,AC,Active and Licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12755
,RADIO SHACK - TRADE AND SAVE L,4618 W WESTERN AVE,SOUTH BEND,IN,46619-2304,(817) 415-3116,SECOND,SECOND HAND DEALERS,2015-01-31T05:00:00.000Z,2014-03-31T04:00:00.000Z,2014,RN,Renewed,SB6,COUNCIL DISTRICT 6,"4618 W WESTERN AVE
SOUTH BEND, IN 46619-2304
(41.671807, -86.312106)",12756
,BLUE RIBBON TAXI,1843 COMMERCE DR,SOUTH BEND,IN,46628,(574) 233-4040,TAXICAB,TAXI VEHICLE,2014-10-01T04:00:00.000Z,2013-09-27T04:00:00.000Z,2013,AC,Active and Licensed,SB1,COUNCIL DISTRICT 1,"1843 COMMERCE DR
SOUTH BEND, IN 46628
(41.700498, -86.307508)",12757
,"MWOSE, NICK M",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 271-0196,TAXID,TAXI DRIVER,2009-06-01T04:00:00.000Z,2008-05-19T04:00:00.000Z,2008,AC,Active and Licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12758
,SOUTHSIDE GROCERY,1823 S MICHIGAN ST,SOUTH BEND,IN,46613-2223,(574) 282-1271,OPARPV,OPEN AIR VENDORS PRIVATE,2015-01-31T05:00:00.000Z,2014-01-21T05:00:00.000Z,2014,RN,Renewed,SB3,COUNCIL DISTRICT 3,"1823 S MICHIGAN ST
SOUTH BEND, IN 46613-2223
(41.6548, -86.249842)",12759
,STARZ BAR,1505 KENDALL ST,SOUTH BEND,IN,46613,(574) 288-7827,RESTZ,RESTAURANTS N-Z,2012-03-31T04:00:00.000Z,2011-05-13T04:00:00.000Z,2011,RN,Renewed,SB6,COUNCIL DISTRICT 6,"1505 KENDALL ST
SOUTH BEND, IN 46613
(41.657732, -86.260002)",12760
,CHICK-FIL-A,4555 S MICHIGAN ST,SOUTH BEND,IN,46614,(574) 968-0351,RESTAM,RESTAURANTS A-M,2015-02-28T05:00:00.000Z,2014-03-25T04:00:00.000Z,2014,RN,Renewed,SB6,COUNCIL DISTRICT 6,"4555 S MICHIGAN ST
SOUTH BEND, IN 46614
(41.627698, -86.251213)",12761
,"HUFF, CHRISTINE J",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 904-1781,TAXID,TAXI DRIVER,2011-06-01T04:00:00.000Z,2010-05-11T04:00:00.000Z,2010,AC,Active and Licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12762
,CUSHING MANOR BED & BREAKFAST,508 W WASHINGTON ST,SOUTH BEND,IN,46601,(574) 288-1990,HOTEL,HOTEL/MOTEL,2014-01-31T05:00:00.000Z,2013-04-12T04:00:00.000Z,2013,RN,Renewed,SB2,COUNCIL DISTRICT 2,"508 W WASHINGTON ST
SOUTH BEND, IN 46601
(41.676332, -86.257043)",12763
,TEMPLE BETH-EL,305 W MADISON ST,SOUTH BEND,IN,46601,(574) 234-4402,RESTZ,RESTAURANTS N-Z,2012-03-31T04:00:00.000Z,2011-07-27T04:00:00.000Z,2011,RN,Renewed,SB1,COUNCIL DISTRICT 1,"305 W MADISON ST
SOUTH BEND, IN 46601
(41.680409, -86.254133)",12764
,STANLEY CONVERGENT SECURITY SO,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(317) 806-3738,ALARM,ALARM AGENT,2010-01-31T05:00:00.000Z,2009-04-27T04:00:00.000Z,2009,RN,Renewed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12765
,RADIO SHACK - TRADE AND SAVE L,1290 E IRELAND RD BLDG,SOUTH BEND,IN,46614,(817) 415-3116,SECOND,SECOND HAND DEALERS,2015-01-31T05:00:00.000Z,2014-03-31T04:00:00.000Z,2014,RN,Renewed,SB5,COUNCIL DISTRICT 5,"1290 E IRELAND RD
SOUTH BEND, IN 46614
(41.629437, -86.231002)",12766
,BILL'S BODY SHOP,1818 S OLIVE ST,SOUTH BEND,IN,46613,(574) 287-5131,AUTO,AUTOMOTIVE REPAIR & SVC,2011-01-31T05:00:00.000Z,2010-06-25T04:00:00.000Z,2010,RN,Renewed,SB6,COUNCIL DISTRICT 6,"1818 S OLIVE ST
SOUTH BEND, IN 46613
(41.654473, -86.282982)",12767
,"GILDEA, JACK L",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 520-3604,TAXID,TAXI DRIVER,2011-06-01T04:00:00.000Z,2010-05-11T04:00:00.000Z,2010,AC,Active and Licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12768
,PROFESSIONAL SPORTS CATERING,501 W SOUTH ST,SOUTH BEND,IN,46601,(574) 367-2513,RESTAM,RESTAURANTS A-M,2012-02-28T05:00:00.000Z,2011-06-20T04:00:00.000Z,2011,RN,Renewed,SB2,COUNCIL DISTRICT 2,"501 W SOUTH ST
SOUTH BEND, IN 46601
(41.669532, -86.255428)",12769
,STARZ BAR,1505 KENDALL ST,SOUTH BEND,IN,46613,(574) 288-7827,ADULT,ADULT BUSINESS,2011-01-31T05:00:00.000Z,2010-04-28T04:00:00.000Z,2010,RN,Renewed,SB6,COUNCIL DISTRICT 6,"1505 KENDALL ST
SOUTH BEND, IN 46613
(41.657732, -86.260002)",12770
,EXPRESS & ABC CAB,1733 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 233-6000,TAXICAB,TAXI VEHICLE,2014-10-01T04:00:00.000Z,2013-09-27T04:00:00.000Z,2013,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"1733 S MICHIGAN ST
SOUTH BEND, IN 46613
(41.655922, -86.24988)",12771
,SOUTH BEND/ELKHART AUDUBON SOC,401 PARK AVE,SOUTH BEND,IN,46601,(574) 243-8739,CHAR,CHARITABLE SOLICITATIONS,2012-01-31T05:00:00.000Z,2011-03-10T05:00:00.000Z,2011,IN,Incative and no longer licensed,,,"401 PARK AVE
SOUTH BEND, IN 46601
",12772
,AMVETS POST #66,1606 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 286-0487,RESTAM,RESTAURANTS A-M,2015-02-28T05:00:00.000Z,2014-06-09T04:00:00.000Z,2014,RN,Renewed,SB6,COUNCIL DISTRICT 6,"1606 W WESTERN AVE
SOUTH BEND, IN 46619
(41.672175, -86.274287)",12773
,VELDMAN'S SERVICE CENTER,5222 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 287-7236,AUTO,AUTOMOTIVE REPAIR & SVC,2014-01-31T05:00:00.000Z,2013-02-26T05:00:00.000Z,2013,RN,Renewed,SB6,COUNCIL DISTRICT 6,"5222 W WESTERN AVE
SOUTH BEND, IN 46619
(41.671814, -86.320911)",12774
,ELKS LODGE #298,1001 W WESTERN AVE,SOUTH BEND,IN,46617,(574) 232-2678,RESTAM,RESTAURANTS A-M,2012-02-28T05:00:00.000Z,2011-06-17T04:00:00.000Z,2011,RN,Renewed,SB2,COUNCIL DISTRICT 2,"1001 W WESTERN AVE
SOUTH BEND, IN 46617
(41.672155, -86.263912)",12775
,NATALIE KAY HARLING,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 229-1505,MSGTEC,MASSAGE THERAPY,2016-02-28T05:00:00.000Z,2015-02-25T05:00:00.000Z,2015,RN,Renewed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12776
,SHRADER TIRE & OIL,3160 YOUNGS CT,SOUTH BEND,IN,46614,(574) 968-0067,AUTO,AUTOMOTIVE REPAIR & SVC,2015-01-31T05:00:00.000Z,2014-04-08T04:00:00.000Z,2014,RN,Renewed,SB6,COUNCIL DISTRICT 6,"3160 YOUNGS CT
SOUTH BEND, IN 46614
(41.647801, -86.291568)",12777
,TRU SALON-SPA,3520 N BENDIX DR,SOUTH BEND,IN,46628,(574) 220-5601,MSGEST,MASSAGE ESTABLISHMENT,2013-01-31T05:00:00.000Z,2012-01-31T05:00:00.000Z,2012,IN,Incative and no longer licensed,SB1,COUNCIL DISTRICT 1,"3520 N BENDIX DR
SOUTH BEND, IN 46628
(41.724835, -86.289744)",12778
,"LINE DESIGNS OF INDIANA, INC",2408 S MICHIGAN ST,SOUTH BEND,IN,46614,(574) 233-4191,AUTO,AUTOMOTIVE REPAIR & SVC,2014-01-31T05:00:00.000Z,2013-02-04T05:00:00.000Z,2013,RN,Renewed,SB5,COUNCIL DISTRICT 5,"2408 S MICHIGAN ST
SOUTH BEND, IN 46614
(41.649359, -86.249702)",12779
,CHECKER CAB OF NORTHERN INDIAN,1635 N IRONWOOD DR,SOUTH BEND,IN,46615,(574) 288-7777,TAXICAB,TAXI VEHICLE,2016-10-01T04:00:00.000Z,2015-09-23T04:00:00.000Z,2016,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"1635 N IRONWOOD DR
SOUTH BEND, IN 46615
(41.697561, -86.216497)",12780
,"LA ESPERANZA / CASA ROMA, INC.",1636 N IRONWOOD DR,SOUTH BEND,IN,46637,(574) 273-0345,RESTAM,RESTAURANTS A-M,2011-02-28T05:00:00.000Z,2010-04-20T04:00:00.000Z,2010,IN,Incative and no longer licensed,SB4,COUNCIL DISTRICT 4,"1636 N IRONWOOD DR
SOUTH BEND, IN 46637
(41.69798, -86.216502)",12781
,UNITED CAB,2107 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 233-9599,TAXICAB,TAXI VEHICLE,2014-10-01T04:00:00.000Z,2014-04-08T04:00:00.000Z,2013,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"2107 S MICHIGAN ST
SOUTH BEND, IN 46613
(41.652009, -86.249769)",12782
,CRYSTAL GADSON,54812 BUCKEYE RD,OSCEOLA,IN,46561,(574) 209-0512,MSGTEC,MASSAGE THERAPY,2016-02-28T05:00:00.000Z,2015-03-03T05:00:00.000Z,2015,1N,1st Renewal Notice,,,"54812 BUCKEYE RD
OSCEOLA, IN 46561
(41.698122, -86.095992)",12783
,COMFORT SUITES,6225 US 31 S,SOUTH BEND,IN,46637,(574) 291-3100,HOTEL,HOTEL/MOTEL,2010-01-31T05:00:00.000Z,2009-02-24T05:00:00.000Z,2009,IN,Incative and no longer licensed,,,"6225 US
SOUTH BEND, IN 46637
",12784
,CHECKER CAB OF NORTHERN INDIAN,1635 N IRONWOOD DR,SOUTH BEND,IN,46615,(574) 288-7777,TAXICAB,TAXI VEHICLE,2016-10-01T04:00:00.000Z,2015-09-23T04:00:00.000Z,2016,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"1635 N IRONWOOD DR
SOUTH BEND, IN 46615
(41.697561, -86.216497)",12785
,HUNGRY HOWIE'S PIZZA,2035 E IRELAND RD,SOUTH BEND,IN,46614,(574) 231-1100,RESTAM,RESTAURANTS A-M,2015-02-28T05:00:00.000Z,2014-02-24T05:00:00.000Z,2014,RN,Renewed,SB5,COUNCIL DISTRICT 5,"2035 E IRELAND RD
SOUTH BEND, IN 46614
(41.629498, -86.217954)",12786
,CHIPPEWA BOWL,225 W CHIPPEWA AVE,SOUTH BEND,IN,46614,(574) 291-5093,RESTAM,RESTAURANTS A-M,2015-02-28T05:00:00.000Z,2014-03-12T04:00:00.000Z,2014,RN,Renewed,SB6,COUNCIL DISTRICT 6,"225 W CHIPPEWA AVE
SOUTH BEND, IN 46614
(41.636152, -86.253125)",12787
,UNITED CAB,2107 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 233-9599,TAXICAB,TAXI VEHICLE,2016-10-01T04:00:00.000Z,2015-09-23T04:00:00.000Z,2016,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"2107 S MICHIGAN ST
SOUTH BEND, IN 46613
(41.652009, -86.249769)",12788
,"PENDERGRASS, CYNDI K",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 904-1936,TAXID,TAXI DRIVER,2016-10-01T04:00:00.000Z,2015-09-10T04:00:00.000Z,2016,AC,Active and Licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12789
,CHECKER CAB OF NORTHERN INDIAN,1635 N IRONWOOD DR,SOUTH BEND,IN,46615,(574) 288-7777,TAXICAB,TAXI VEHICLE,2016-10-01T04:00:00.000Z,2015-09-23T04:00:00.000Z,2016,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"1635 N IRONWOOD DR
SOUTH BEND, IN 46615
(41.697561, -86.216497)",12790
,NORTHERN INDIANA CENTER FOR HI,808 W WASHINGTON ST,SOUTH BEND,IN,46617,(574) 235-9664,RESTZ,RESTAURANTS N-Z,2011-03-31T04:00:00.000Z,2010-04-22T04:00:00.000Z,2010,IN,Incative and no longer licensed,SB4,COUNCIL DISTRICT 4,"808 W WASHINGTON ST
SOUTH BEND, IN 46617
(41.676293, -86.26251)",12791
,ARBY'S ROAST BEEF #677,1807 LINCOLN WAY E,SOUTH BEND,IN,46613-3422,(574) 299-6487,RESTAM,RESTAURANTS A-M,2017-02-28T05:00:00.000Z,2016-03-07T05:00:00.000Z,2016,AC,Active and Licensed,,,"1807 LINCOLN WAY E
SOUTH BEND, IN 46613-3422
(41.657878, -86.220011)",12792
,SOUTHEAST LITTLE LEAGUE,455 S JACKSON ST,SOUTH BEND,IN,46614,(574) 231-9625,RESTZ,RESTAURANTS N-Z,2011-03-31T04:00:00.000Z,2010-05-21T04:00:00.000Z,2010,RN,Renewed,SB5,COUNCIL DISTRICT 5,"455 S JACKSON ST
SOUTH BEND, IN 46614
(41.670767, -86.276602)",12793
,803 PEASHWAY ST,803 PEASHWAY ST,SOUTH BEND,IN,46617,(574) 246-1654,LPARKU,LAWN PARK UNDER 10 SPACES,2009-09-19T04:00:00.000Z,2009-09-16T04:00:00.000Z,2009,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"803 PEASHWAY ST
SOUTH BEND, IN 46617
(41.691986, -86.239659)",12794
,ICE CREAM SHOPPE,315 CHAPIN ST,SOUTH BEND,IN,46614,(574) 514-0146,RESTAM,RESTAURANTS A-M,2011-02-28T05:00:00.000Z,2010-07-22T04:00:00.000Z,2010,RN,Renewed,SB2,COUNCIL DISTRICT 2,"315 CHAPIN ST
SOUTH BEND, IN 46614
(41.672729, -86.261464)",12795
,TURNERS OF MICHIANA LLC,2720 MISHAWAKA AVE,SOUTH BEND,IN,46615,(574) 289-4335,RESTZ,RESTAURANTS N-Z,2011-03-31T04:00:00.000Z,2010-05-28T04:00:00.000Z,2010,RN,Renewed,SB3,COUNCIL DISTRICT 3,"2720 MISHAWAKA AVE
SOUTH BEND, IN 46615
(41.665731, -86.207926)",12796
,"BALMER, RICHARD L",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 233-9599,TAXID,TAXI DRIVER,2014-10-01T04:00:00.000Z,2013-09-30T04:00:00.000Z,2013,AC,Active and Licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12797
,WEST END SERVICE,3102 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 234-8601,AUTO,AUTOMOTIVE REPAIR & SVC,2011-01-31T05:00:00.000Z,2010-05-11T04:00:00.000Z,2010,IN,Incative and no longer licensed,SB6,COUNCIL DISTRICT 6,"3102 W WESTERN AVE
SOUTH BEND, IN 46619
(41.671979, -86.292618)",12798
,MODERN CAB COMPANY,1843 COMMERCE DR,SOUTH BEND,IN,46628,(574) 400-9621,TAXICAB,TAXI VEHICLE,2014-10-01T04:00:00.000Z,2013-09-30T04:00:00.000Z,2013,AC,Active and Licensed,SB1,COUNCIL DISTRICT 1,"1843 COMMERCE DR
SOUTH BEND, IN 46628
(41.700498, -86.307508)",12799
,"ELBOLOK, ELTAYEB A",1037 PATTY LN,SOUTH BEND,IN,46617,(773) 930-1171,TAXID,TAXI DRIVER,2014-10-01T04:00:00.000Z,2013-09-30T04:00:00.000Z,2013,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"1037 PATTY LN
SOUTH BEND, IN 46617
(41.689409, -86.205064)",12800
,"MUNGAI, JOHN C",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 261-6012,TAXID,TAXI DRIVER,2013-10-01T04:00:00.000Z,2012-12-05T05:00:00.000Z,2013,AC,Active and Licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12801
,"BALMER-ROBINSON, JAME R",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 855-2786,TAXID,TAXI DRIVER,2013-10-01T04:00:00.000Z,2012-12-06T05:00:00.000Z,2013,AC,Active and Licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12802
,"RUGAMBA, JEAN B",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 302-6541,TAXID,TAXI DRIVER,2013-10-01T04:00:00.000Z,2012-12-11T05:00:00.000Z,2013,AC,Active and Licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12803
,GOODWILL INDUSTRIES OF MICHIAN,1805 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 472-7300,DBAC,DONATION BOXES AND CONTAINERS,2016-01-31T05:00:00.000Z,2015-03-11T04:00:00.000Z,2015,RN,Renewed,SB6,COUNCIL DISTRICT 6,"1805 W WESTERN AVE
SOUTH BEND, IN 46619
(41.672161, -86.276542)",12804
,1622 SCOTTWOOD DR,1622 SCOTTSWOOD DR,SOUTH BEND,IN,46617,(574) 229-9572,LPARKU,LAWN PARK UNDER 10 SPACES,2015-11-18T05:00:00.000Z,2015-09-03T04:00:00.000Z,2015,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"1622 SCOTTSWOOD DR
SOUTH BEND, IN 46617
(41.690511, -86.223399)",12805
,"OBINCHU, FENADES S",0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(269) 998-9512,TAXID,TAXI DRIVER,2012-10-01T04:00:00.000Z,2012-02-16T05:00:00.000Z,2011,AC,Active and Licensed,,,"0 OUTSIDE
SOUTH BEND, IN 46601
",12806
,525 PEASHWAY ST,525 PEASHWAY ST,SOUTH BEND,IN,46617,(000) 000-0000,LPARKU,LAWN PARK UNDER 10 SPACES,2015-09-06T04:00:00.000Z,2015-09-03T04:00:00.000Z,2015,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"525 PEASHWAY ST
SOUTH BEND, IN 46617
(41.692008, -86.243116)",12807
,EXPRESS & ABC CAB,1733 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 233-6000,TAXICAB,TAXI VEHICLE,2013-10-01T04:00:00.000Z,2012-11-08T05:00:00.000Z,2013,AC,Active and Licensed,SB3,COUNCIL DISTRICT 3,"1733 S MICHIGAN ST
SOUTH BEND, IN 46613
(41.655922, -86.24988)",12808
,TARGET ALARM CENTER,0 PO BOX 1356 TFS-7CW,MINNEAPOLIS,MN,55440,(800) 622-0650,ALARM,ALARM AGENT,2014-01-31T05:00:00.000Z,2013-01-07T05:00:00.000Z,2013,RN,Renewed,,,"0 PO
MINNEAPOLIS, MN 55440
",12809
